algo,rho
MFP,0.20366602583495105
MFP,-0.1998551003133619
MFP,0.166483954588259
MFP,-0.06270745567656183
MFP,0.3758327883296195
MFP,0.0067429347299438015
MFP,-0.003611958920252153
MFP,0.29585247669049064
MFP,0.18610132392261788
MFP,0.15904152944089153
MFP,-0.09416505257921623
MFP,0.24375617183151066
MFP,0.0583884710580193
MFP,0.15613591142947814
MFP,0.11272570043851057
MFP,0.09552374280157411
MFP,0.10194282479452282
MFP,-0.12605797052355427
MFP,0.4476752899504027
MFP,0.0025083602644783037
MFP,-0.03360443493478805
MFP,0.18687299492713463
MFP,-0.002259893656084707
MFP,-0.07239324300353722
MFP,-0.03034924442135963
MFP,0.2244098902978276
MFP,0.21322004779563436
MFP,0.021049491918911093
MFP,0.10443003906709354
MFP,0.013676301096751222
MFP,0.1993852302542417
MFP,0.06866034628283374
MFP,0.21236811979640358
MFP,0.29882038387365195
MFP,0.0676982818317208
MFP,0.1807873025270289
MFP,0.14267017046280794
MFP,0.03577246299509695
MFP,0.14432085096378353
MFP,0.04327235675293683
MFP,-0.010110032211027057
MFP,0.05466002948660166
MFP,0.10234647535895186
MFP,0.15703504941915442
MFP,0.06913804738086791
MFP,0.1220020437186592
MFP,0.1954469224430433
MFP,0.06630879080830814
MFP,0.10500237597174068
MFP,0.028423215333032863
MFP,0.02525593273928918
MFP,0.05932680175201236
MFP,-0.17003807248288225
MFP,0.1710721124536968
MFP,0.0861650472530715
MFP,0.3097754906845726
MFP,0.14483387053827396
MFP,0.02363420665411801
MFP,-0.073345201409617
MFP,-0.0513590771019775
GAMLSS,0.1296591018779657
GAMLSS,0.14045555896051617
GAMLSS,0.07485962229455564
GAMLSS,-0.13682461834847817
GAMLSS,0.08673948090142532
GAMLSS,0.19777928501760728
GAMLSS,0.30167340432714257
GAMLSS,0.2604336023300885
GAMLSS,-0.06263001402724136
GAMLSS,-0.025396475377098365
GAMLSS,0.19977092457405707
GAMLSS,0.15012675661681418
GAMLSS,0.10610329990584697
GAMLSS,-0.15527122998025902
GAMLSS,-0.19207146422123564
GAMLSS,0.0023215443257832815
GAMLSS,0.03644954731948409
GAMLSS,0.10929615880896416
GAMLSS,-0.04397555754968474
GAMLSS,0.19674352456117994
GAMLSS,0.20792583291580077
GAMLSS,0.10456142111201683
GAMLSS,0.054341423134270435
GAMLSS,-0.0033990270437046412
GAMLSS,0.25845684618265763
GAMLSS,-0.06728532801050963
GAMLSS,0.11349075702142469
GAMLSS,0.06027689718708059
GAMLSS,-0.013026541481008597
GAMLSS,-0.1584681527132569
GAMLSS,0.05245554630423345
GAMLSS,0.05845456115040602
GAMLSS,0.21304263336756957
GAMLSS,0.09629351749219471
GAMLSS,0.17265220070104062
GAMLSS,0.11429917426425175
GAMLSS,0.28798273570804345
GAMLSS,0.037566881288418286
GAMLSS,0.06818264518479958
GAMLSS,-0.08405702013485801
GAMLSS,0.13792816782189768
GAMLSS,-0.1381667389276542
GAMLSS,0.35445998923501926
GAMLSS,0.16798176722480745
GAMLSS,0.06527289882676636
GAMLSS,0.1843742507220328
GAMLSS,0.07253134431604606
GAMLSS,0.40093240355473325
GAMLSS,-0.16405579902201856
GAMLSS,0.05136177826593675
GAMLSS,-0.20173074591706253
GAMLSS,0.10283434791143174
GAMLSS,-0.04202939527122044
GAMLSS,0.11183717629746026
GAMLSS,0.1417486142820611
GAMLSS,0.10416396823482424
GAMLSS,0.07472347560403662
GAMLSS,-0.17328843672849548
GAMLSS,0.1859543389693766
GAMLSS,0.25821271966992543
GAMLSS,0.05025048088936321
GAMLSS,0.07848855005945062
GAMLSS,-0.06640184195098627
GAMLSS,0.15552845364843126
GAMLSS,-0.12340749545467686
GAMLSS,-0.16988813455430013
GAMLSS,-0.006191741155288994
GAMLSS,-0.088098973869196
GAMLSS,0.05336938485796019
GAMLSS,0.23092232663823165
GAMLSS,0.011740423140147381
GAMLSS,0.19634142100733226
GAMLSS,-0.03764455175545302
GAMLSS,0.22314832459717673
GAMLSS,0.10724883701952301
